gene_id,gene_name,tpm
AT1G07270,CDC6B,0.1
AT1G07280,AT1G07280,50
AT1G07283,AT1G07283,
AT1G07290,GONST2,0.7
AT1G07293,AT1G07293,
AT1G07297,AT1G07297,
AT1G07300,AT1G07300,4
AT1G07303,AT1G07303,
AT1G07310,AT1G07310,44
AT1G07313,AT1G07313,1
AT1G07320,RPL4,43
AT1G07323,AT1G07323,35
AT1G07327,AT1G07327,2
AT1G07330,AT1G07330,
AT1G07333,AT1G07333,0.8
AT1G07337,AT1G07337,0.1
AT1G07340,STP2,
AT1G07343,AT1G07343,0.2
AT1G07347,AT1G07347,
AT1G07350,SR45A,37
AT1G07360,AT1G07360,19
AT1G07367,AT1G07367,0.1
AT1G07370,PCNA,1
AT1G07373,AT1G07373,0.1
AT1G07380,AT1G07380,10
AT1G07390,AtRLP1,0.6
AT1G07393,AT1G07393,1
AT1G07397,AT1G07397,0.2
AT1G07400,HSP17.8,36
AT1G07410,RABA2B,5
AT1G07413,AT1G07413,
AT1G07417,AT1G07417,0.2
AT1G07420,SMO2-2,57
AT1G07423,AT1G07423,
AT1G07430,AIP1,32
AT1G07437,AT1G07437,
AT1G07440,AT1G07440,14
AT1G07447,AT1G07447,
AT1G07450,AT1G07450,0.4
AT1G07460,AT1G07460,
AT1G07470,AT1G07470,8
AT1G07473,AT1G07473,5
AT1G07476,AT1G07476,0.1
AT1G07477,AT1G07477,
AT1G07480,AT1G07480,7
AT1G07483,AT1G07483,1
AT1G07485,AT1G07485,
AT1G07490,RTFL3,
AT1G07493,AT1G07493,0.7
AT1G07510,FTSH10,12
AT1G07513,AT1G07513,
AT1G07517,AT1G07517,0.2
AT1G07530,SCL14,28
AT1G07533,AT1G07533,
AT1G07540,TRP5,0.8
AT1G07543,AT1G07543,0.4
AT1G07547,AT1G07547,0.1
AT1G07553,AT1G07553,
AT1G07570,APK1A,6
AT1G07580,AT1G07580,
AT1G07587,AT1G07587,2
AT1G07590,AT1G07590,201
AT1G07593,AT1G07593,
AT1G07597,AT1G07597,
AT1G07603,AT1G07603,
AT1G07607,AT1G07607,1
AT1G07610,MT1C,41
AT1G07615,ATOBGM,9
AT1G07620,ATOBGM,0.7
AT1G07623,AT1G07623,
AT1G07627,AT1G07627,0.1
AT1G07630,PLL5,11
AT1G07633,AT1G07633,
AT1G07637,AT1G07637,0.3
AT1G07640,OBP2,4
AT1G07645,ATDSI-1VOC,336
AT1G07650,AT1G07650,7
AT1G07653,AT1G07653,0.5
AT1G07657,AT1G07657,
AT1G07660,AT1G07660,35
AT1G07663,AT1G07663,0.2
AT1G07670,ECA4,18
AT1G07680,AT1G07680,
AT1G07683,AT1G07683,0.3
AT1G07690,AT1G07690,0.3
AT1G07693,AT1G07693,
AT1G07697,AT1G07697,0.2
AT1G07700,AT1G07700,22
AT1G07703,AT1G07703,0.2
AT1G07705,AT1G07705,8
AT1G07707,AT1G07707,
AT1G07710,AT1G07710,1
AT1G07720,KCS3,18
AT1G07728,AT1G07728,0.1
AT1G07740,AT1G07740,2
AT1G07743,AT1G07743,1
AT1G07745,RAD51D,5
AT1G07747,AT1G07747,
AT1G07750,AT1G07750,50
AT1G07757,AT1G07757,
AT1G07770,RPS15AF,78
AT1G07780,PAI1,1
AT1G07783,AT1G07783,4
AT1G07790,HTB1,26
AT1G07793,AT1G07793,0.1
AT1G07795,AT1G07795,0.7
AT1G07807,AT1G07807,
AT1G07810,ECA1,19
AT1G07820,AT1G07820,38
AT1G07830,AT1G07830,19
AT1G07840,AT1G07840,16
AT1G07843,AT1G07843,
AT1G07850,AT1G07850,
AT1G07860,AT1G07860,
AT1G07863,AT1G07863,0.2
AT1G07870,AT1G07870,21
AT1G07877,AT1G07877,0.5
AT1G07880,MPK13,0.3
AT1G07885,AT1G07885,
AT1G07890,APX1,168
AT1G07897,AT1G07897,3
AT1G07900,LBD1,2
AT1G07901,AT1G07901,5
AT1G07902,AT1G07902,6
AT1G07910,ATRNL,5
AT1G07920,A1,58
AT1G07930,A1,98
AT1G07940,A1,35
AT1G07943,AT1G07943,
AT1G07950,MED22B,16
AT1G07957,AT1G07957,2
AT1G07960,PDIL5-1,22
AT1G07963,AT1G07963,0.8
AT1G07967,AT1G07967,0.5
AT1G07970,AT1G07970,5
AT1G07980,NF-YC10,23
AT1G07985,AT1G07985,378
AT1G07987,AT1G07987,
AT1G07990,AT1G07990,25
AT1G07993,AT1G07993,0.1
AT1G08000,GATA10,4
AT1G08010,GATA11,10
AT1G08013,AT1G08013,0.1
AT1G08030,TPST,9
AT1G08033,AT1G08033,0.4
AT1G08035,SMR16,0.3
AT1G08037,AT1G08037,
AT1G08040,AT1G08040,24
AT1G08043,AT1G08043,
AT1G08047,AT1G08047,0.5
AT1G08050,AT1G08050,5
AT1G08057,AT1G08057,
AT1G08060,MOM,6
AT1G08065,ACA5,
AT1G08070,PCMP-H12,1
AT1G08080,ACA7,0.1
AT1G08090,NRT2.1,2
AT1G08097,AT1G08097,
AT1G08103,AT1G08103,0.1
AT1G08110,AT1G08110,90
AT1G08115,AT1G08115,3
AT1G08117,AT1G08117,0.9
AT1G08123,AT1G08123,0.9
AT1G08125,AT1G08125,14
AT1G08130,LIG1,10
AT1G08135,CHX6B,
AT1G08140,CHX6A,
AT1G08150,CHX5,
AT1G08153,AT1G08153,0.1
AT1G08160,AT1G08160,0.1
AT1G08165,AT1G08165,1
AT1G08170,AT1G08170,45
AT1G08173,AT1G08173,0.6
AT1G08180,SMR2,4
AT1G08190,VPS41,24
AT1G08200,AXS2,113
AT1G08207,AT1G08207,
AT1G08210,AT1G08210,13
AT1G08213,AT1G08213,0.1
AT1G08217,AT1G08217,
AT1G08220,AT1G08220,6
AT1G08230,GAT1,3
AT1G08237,AT1G08237,0.1
AT1G08260,POL2A,0.8
AT1G08267,AT1G08267,
AT1G08270,AT1G08270,2
AT1G08273,AT1G08273,
AT1G08280,GALT29A,2
AT1G08283,AT1G08283,2
AT1G08290,WIP3,2
AT1G08293,AT1G08293,0.9
AT1G08300,NVL,6
AT1G08310,AT1G08310,0.8
AT1G08315,AT1G08315,0.1
AT1G08320,TGA9,7
AT1G08327,AT1G08327,0.4
AT1G08333,AT1G08333,2
AT1G08340,ROPGAP5,36
AT1G08350,TMN5,3
AT1G08353,AT1G08353,
AT1G08357,AT1G08357,
AT1G08360,RPL10AA,230
AT1G08363,AT1G08363,0.2
AT1G08370,DCP1,24
AT1G08377,AT1G08377,
AT1G08380,PSAO,281
AT1G08387,AT1G08387,
AT1G08390,AT1G08390,5
AT1G08393,AT1G08393,0.8
AT1G08397,AT1G08397,
AT1G08400,MAG2L,2
AT1G08410,LSG1-2,9
AT1G08413,AT1G08413,0.3
AT1G08417,AT1G08417,0.1
AT1G08420,BSL2,23
AT1G08427,AT1G08427,
AT1G08430,ALMT1,
AT1G08440,ALMT2,0.4
AT1G08443,AT1G08443,0.7
AT1G08447,AT1G08447,0.6
AT1G08450,CRT3,23
AT1G08453,AT1G08453,0.2
AT1G08457,AT1G08457,
AT1G08460,HDA8,19
AT1G08465,YAB2,25
AT1G08470,SSL3,16
AT1G08473,AT1G08473,
AT1G08480,SDH6,72
AT1G08483,AT1G08483,7
AT1G08490,NFS2,18
AT1G08500,ENODL18,5
AT1G08503,AT1G08503,0.1
AT1G08507,AT1G08507,5
AT1G08510,FATB,83
AT1G08520,CHLD,31
AT1G08530,AT1G08530,7
AT1G08540,SIGB,16
AT1G08543,AT1G08543,
AT1G08550,VDE1,14
AT1G08560,KN,14
AT1G08563,AT1G08563,0.2
AT1G08567,AT1G08567,
AT1G08570,ACHT4,144
AT1G08573,AT1G08573,0.2
AT1G08577,AT1G08577,0.2
AT1G08580,AT1G08580,22
AT1G08590,PXL1,0.3
AT1G08600,ATRX,12
AT1G08607,AT1G08607,
AT1G08610,AT1G08610,2
AT1G08620,PKDM7D,11
AT1G08630,THA1,55
AT1G08633,AT1G08633,0.4
AT1G08640,CJD1,32
AT1G08643,AT1G08643,0.9
AT1G08645,AT1G08645,
AT1G08650,PPCK1,47
AT1G08660,SIA1,15
AT1G08670,AT1G08670,0.1
AT1G08680,ZIGA4,14
AT1G08697,AT1G08697,
AT1G08700,PS1,34
AT1G08710,SKIP24,11
AT1G08717,AT1G08717,
AT1G08720,EDR1,8
AT1G08730,XI-C,0.1
AT1G08733,AT1G08733,0.1
AT1G08743,AT1G08743,0.2
AT1G08747,AT1G08747,
AT1G08750,AT1G08750,7
AT1G08757,AT1G08757,
AT1G08760,AT1G08760,9
AT1G08767,AT1G08767,
AT1G08770,PRA1E,14
AT1G08773,AT1G08773,
AT1G08780,AIP3,36
AT1G08790,AT1G08790,
AT1G08800,MYOB1,9
AT1G08807,AT1G08807,0.3
AT1G08810,MYB60,61
AT1G08820,PVA22,30
AT1G08830,CSD1,364
AT1G08833,AT1G08833,0.7
AT1G08840,emb2411,1
AT1G08843,AT1G08843,
AT1G08845,AT1G08845,5
AT1G08847,AT1G08847,0.5
AT1G08857,AT1G08857,0.1
AT1G08860,BON3,3
AT1G08880,HTA5,45
AT1G08890,SUGTL4,10
AT1G08893,AT1G08893,
AT1G08900,SUGTL3,12
AT1G08903,AT1G08903,0.2
AT1G08907,AT1G08907,
AT1G08910,AT1G08910,23
AT1G08920,ESL1,75
AT1G08923,AT1G08923,0.2
AT1G08930,ERD6,65
AT1G08937,AT1G08937,3
AT1G08940,AT1G08940,18
AT1G08960,CCX5,3
AT1G08967,AT1G08967,
AT1G08970,NFYC9,42
AT1G08973,AT1G08973,0.1
AT1G08977,AT1G08977,
AT1G08980,AMI1,37
AT1G08983,AT1G08983,
AT1G08985,AT1G08985,0.4
AT1G08987,AT1G08987,2
AT1G08990,GUX5,6
AT1G08997,AT1G08997,0.4
AT1G09000,ANP1,1
AT1G09010,EBM,27
AT1G09020,SNF4,20
AT1G09023,AT1G09023,0.1
AT1G09040,AT1G09040,2
AT1G09050,AT1G09050,1
AT1G09060,AT1G09060,13
AT1G09070,SRC2,185
AT1G09080,MED37B,2
AT1G09083,AT1G09083,11
AT1G09087,AT1G09087,14
AT1G09097,AT1G09097,
AT1G09100,RPT5B,28
AT1G09103,AT1G09103,
AT1G09107,AT1G09107,
AT1G09123,AT1G09123,0.1
AT1G09130,AT1G09130,105
AT1G09140,SR30,77
AT1G09150,AT1G09150,26
AT1G09155,PP2B15,22
AT1G09157,DMP8,
AT1G09160,AT1G09160,8
AT1G09163,AT1G09163,
AT1G09170,AT1G09170,
AT1G09176,AT1G09176,0.7
AT1G09180,ATSAR1,8
AT1G09183,AT1G09183,
AT1G09190,PCMP-E70,2
AT1G09195,AT1G09195,3
AT1G09200,HTR2,9
AT1G09210,CRT2,34
AT1G09217,AT1G09217,0.6
AT1G09220,PCMP-E25,1
AT1G09223,AT1G09223,
AT1G09230,SNRNP65,9
AT1G09240,NAS3,0.4
AT1G09243,AT1G09243,
AT1G09250,BHLH149,9
AT1G09253,AT1G09253,
AT1G09260,AT1G09260,
AT1G09263,AT1G09263,
AT1G09267,AT1G09267,2
AT1G09270,IMPA4,33
AT1G09280,STR6,12
AT1G09287,AT1G09287,2
AT1G09290,AT1G09290,10
AT1G09293,AT1G09293,0.4
AT1G09297,AT1G09297,1
AT1G09300,ICP55,4
AT1G09307,AT1G09307,0.1
AT1G09310,AT1G09310,95
AT1G09320,AT1G09320,6
AT1G09330,ECH,19
AT1G09337,AT1G09337,0.1
AT1G09340,CRB,29
AT1G09350,GOLS3,0.6
AT1G09360,AT1G09360,
AT1G09363,AT1G09363,0.5
AT1G09367,AT1G09367,1
AT1G09370,AT1G09370,0.2
AT1G09380,AT1G09380,203
AT1G09390,AT1G09390,7
AT1G09400,AT1G09400,0.8
AT1G09410,PCMP-H18,0.5
AT1G09415,NIMIN-3,29
AT1G09420,G6PD4,20
AT1G09427,AT1G09427,0.5
AT1G09430,ACLA-3,69
AT1G09437,AT1G09437,
AT1G09440,AT1G09440,1
AT1G09447,AT1G09447,1
AT1G09450,HASPIN,0.4
AT1G09457,AT1G09457,
AT1G09460,AT1G09460,2
AT1G09463,AT1G09463,
AT1G09467,AT1G09467,55
AT1G09470,NEAP3,3
AT1G09477,AT1G09477,
AT1G09480,AT1G09480,1
AT1G09483,NEAP4,0.1
AT1G09490,AT1G09490,22
AT1G09493,AT1G09493,0.1
AT1G09500,AT1G09500,68
AT1G09507,AT1G09507,0.1
AT1G09510,AT1G09510,3
AT1G09513,AT1G09513,0.2
AT1G09520,AT1G09520,21
AT1G09527,AT1G09527,
AT1G09530,PIF3,3
AT1G09533,AT1G09533,20
AT1G09537,AT1G09537,2
AT1G09540,MYB61,8
AT1G09543,AT1G09543,0.2
AT1G09550,PAE1,3
AT1G09553,AT1G09553,0.3
AT1G09560,GLP4,51
AT1G09570,PHYA,21
AT1G09573,AT1G09573,0.3
AT1G09575,AT1G09575,2
AT1G09580,AT1G09580,16
AT1G09587,AT1G09587,0.1
AT1G09590,RPL21A,120
AT1G09600,AT1G09600,0.5
AT1G09607,AT1G09607,
AT1G09610,GXM1,0.2
AT1G09613,AT1G09613,0.2
AT1G09620,AT1G09620,28
AT1G09630,RABA2A,9
AT1G09633,AT1G09633,
AT1G09637,AT1G09637,
AT1G09640,AT1G09640,104
AT1G09645,AT1G09645,46
AT1G09647,AT1G09647,3
AT1G09650,AT1G09650,0.2
AT1G09653,AT1G09653,
AT1G09660,AT1G09660,12
AT1G09663,AT1G09663,0.4
AT1G09665,AT1G09665,1
AT1G09667,AT1G09667,
AT1G09677,AT1G09677,0.1
AT1G09680,AT1G09680,2
AT1G09687,AT1G09687,22
AT1G09690,RPL21A,311
AT1G09693,AT1G09693,0.5
AT1G09697,AT1G09697,0.1
AT1G09700,DRB1,5
AT1G09710,AT1G09710,2
AT1G09720,NET2B,
AT1G09723,AT1G09723,
AT1G09730,AT1G09730,18
AT1G09733,AT1G09733,
AT1G09740,AT1G09740,18
AT1G09750,AED3,9
AT1G09753,AT1G09753,0.8
AT1G09757,AT1G09757,
AT1G09760,U2A',32
AT1G09770,CDC5,61
AT1G09777,AT1G09777,
AT1G09780,PGM1,19
AT1G09783,AT1G09783,0.1
AT1G09787,AT1G09787,1
AT1G09790,COBL6,17
AT1G09794,AT1G09794,12
AT1G09795,HISN1B,64
AT1G09797,AT1G09797,
AT1G09800,AT1G09800,4
AT1G09803,AT1G09803,0.4
AT1G09810,ECT11,7
AT1G09812,AT1G09812,0.1
AT1G09813,AT1G09813,
AT1G09815,POLD4,42
AT1G09820,AT1G09820,3
AT1G09823,AT1G09823,0.1
AT1G09830,PUR2,5
AT1G09840,ASK10,11
AT1G09850,XBCP3,13
AT1G09863,AT1G09863,0.7
AT1G09867,AT1G09867,2
AT1G09870,AT1G09870,9
AT1G09880,AT1G09880,0.1
AT1G09890,AT1G09890,
AT1G09897,AT1G09897,0.7
AT1G09900,AT1G09900,4
AT1G09907,AT1G09907,
AT1G09910,AT1G09910,12
AT1G09913,AT1G09913,0.2
AT1G09917,AT1G09917,0.8
AT1G09920,AT1G09920,40
AT1G09923,AT1G09923,0.2
AT1G09930,OPT2,0.1
AT1G09932,AT1G09932,0.8
AT1G09937,AT1G09937,0.3
AT1G09940,HEMA2,11
AT1G09947,AT1G09947,0.3
AT1G09950,RAS1,1
AT1G09960,SUC4,23
AT1G09963,AT1G09963,
AT1G09967,AT1G09967,
AT1G09970,LRR XI-23,90
AT1G09980,AT1G09980,10
AT1G09987,AT1G09987,
AT1G09993,AT1G09993,0.2
AT1G09995,AT1G09995,5
AT1G10000,AT1G10000,2
AT1G10010,AAP8,
AT1G10020,AT1G10020,29
AT1G10030,ERG28,13
AT1G10040,AT1G10040,3
AT1G10050,AT1G10050,2
AT1G10060,ATBCAT-1,12
AT1G10070,BCAT2,26
AT1G10090,AT1G10090,5
AT1G10095,AT1G10095,4
AT1G10100,AT1G10100,0.1
AT1G10110,AT1G10110,0.1
AT1G10120,BHLH74,10
AT1G10130,ECA3,8
AT1G10140,AT1G10140,17
AT1G10155,ATPP2-A10,0.2
AT1G10170,ATNFXL1,26
AT1G10180,EXO84C,10
AT1G10190,AT1G10190,
AT1G10200,WLIM1,16
AT1G10210,MPK1,5
AT1G10220,AT1G10220,
AT1G10225,AT1G10225,0.2
AT1G10230,ASK18,25
AT1G10240,FRS11,4
AT1G10270,GRP23,3
AT1G10280,AT1G10280,3
AT1G10290,DRP2A,16
AT1G10300,AT1G10300,2
AT1G10310,AT1G10310,36
AT1G10320,AT1G10320,13
AT1G10330,PCMP-E71,0.8
AT1G10340,AT1G10340,0.7
AT1G10350,AT1G10350,8
AT1G10360,GSTU18,11
AT1G10370,GSTU17,20
AT1G10380,AT1G10380,0.8
AT1G10385,EXO84A,
AT1G10390,NUP98A,31
AT1G10400,UGT90A2,0.1
AT1G10410,AT1G10410,30
AT1G10417,AT1G10417,0.3
AT1G10430,PP2A2,16
AT1G10450,SNL6,7
AT1G10455,AT1G10455,
AT1G10460,GLP7,0.3
AT1G10470,ARR4,21
AT1G10480,ZFP5,
AT1G10490,AT1G10490,4
AT1G10500,ISCA,116
AT1G10510,emb2004,11
AT1G10520,POLL,3
AT1G10522,PRIN2,6
AT1G10530,AT1G10530,0.2
AT1G10540,NAT8,9
AT1G10550,XTH33,3
AT1G10560,PUB18,0.5
AT1G10570,ULP1C,12
AT1G10580,AT1G10580,23
AT1G10585,BHLH167,4
AT1G10588,AT1G10588,
AT1G10590,AT1G10590,116
AT1G10600,AMSH2,17
AT1G10610,BHLH90,6
AT1G10620,PERK11,
AT1G10630,ATARFA1F,38
AT1G10640,AT1G10640,1
AT1G10650,AT1G10650,9
AT1G10657,AT1G10657,0.3
AT1G10660,AT1G10660,20
AT1G10670,ACLA-1,73
AT1G10680,ABCB10,0.1
AT1G10682,AT1G10682,6
AT1G10690,SMR8,11
AT1G10700,PRS3,11
AT1G10710,PHS1,0.1
AT1G10715,ESFL2,0.2
AT1G10717,ESF1.3,0.1
AT1G10720,AT1G10720,18
AT1G10730,AP1M1,7
AT1G10740,AT1G10740,12
AT1G10745,ESF1.2,
AT1G10750,AT1G10750,1
AT1G10760,GWD1,48
AT1G10770,AT1G10770,2
AT1G10780,AT1G10780,0.6
AT1G10790,AT1G10790,1
AT1G10800,AT1G10800,0.1
AT1G10810,AT1G10810,0.6
AT1G10820,AT1G10820,12
AT1G10830,Z-ISO,12
AT1G10840,TIF3H1,55
AT1G10850,AT1G10850,3
AT1G10865,AT1G10865,22
AT1G10870,AGD4,11
AT1G10875,AT1G10875,0.1
AT1G10880,AT1G10880,4
AT1G10890,AT1G10890,37
AT1G10900,PIP5K7,8
AT1G10910,AT1G10910,8
AT1G10920,LOV1,3
AT1G10930,RECQL4A,2
AT1G10940,ASK1,44
AT1G10950,TMN1,50
AT1G10960,FD1,60
AT1G10970,ZIP4,11
AT1G10980,AT1G10980,
AT1G10990,AT1G10990,1
AT1G11000,MLO4,2
AT1G11020,AT1G11020,17
AT1G11040,AT1G11040,
AT1G11060,AT1G11060,8
AT1G11070,AT1G11070,2
AT1G11080,scpl31,15
AT1G11100,AT1G11100,0.6
AT1G11112,AT1G11112,0.4
AT1G11120,AT1G11120,3
AT1G11125,AT1G11125,0.4
AT1G11130,SUB,0.7
AT1G11145,AT1G11145,0.2
AT1G11160,AT1G11160,0.2
AT1G11170,AT1G11170,184
AT1G11175,AT1G11175,73
AT1G11180,AT1G11180,11
AT1G11185,AT1G11185,6
AT1G11190,ENDO1,100
AT1G11200,AT1G11200,10
AT1G11210,AT1G11210,21
AT1G11220,AT1G11220,0.4
AT1G11240,AT1G11240,21
AT1G11260,STP1,116
AT1G11270,AT1G11270,3
AT1G11280,AT1G11280,7
AT1G11290,PCMP-H40,2
AT1G11300,AT1G11300,5
AT1G11303,AT1G11303,
AT1G11310,MLO2,35
AT1G11320,AT1G11320,2
AT1G11330,AT1G11330,11
AT1G11340,RKS1,0.1
AT1G11350,SD113,8
AT1G11360,AT1G11360,54
AT1G11362,AT1G11362,1
AT1G11370,PME56,0.3
AT1G11380,AT1G11380,8
AT1G11390,AT1G11390,6
AT1G11400,PYM,15
AT1G11410,AT1G11410,4
AT1G11420,DUF2,6
AT1G11430,MORF9,56
AT1G11440,AT1G11440,5
AT1G11450,AT1G11450,3
AT1G11460,AT1G11460,4
AT1G11470,AT1G11470,
AT1G11475,NRPB10,51
AT1G11480,AT1G11480,39
AT1G11490,AT1G11490,
AT1G11500,AT1G11500,
AT1G11510,AT1G11510,
AT1G11530,CXXS1,33
AT1G11540,AT1G11540,0.1
AT1G11545,XTH8,2
AT1G11560,OST3A,
AT1G11570,NTL,
AT1G11572,AT1G11572,0.1
AT1G11580,ATPMEPCRA,26
AT1G11590,PME19,0.2
AT1G11591,AT1G11591,0.1
AT1G11592,AT1G11592,6
AT1G11593,AT1G11593,0.3
AT1G11600,CYP77B1,
AT1G11610,CYP71A18,
AT1G11620,AT1G11620,
AT1G11630,AT1G11630,7
AT1G11640,AT1G11640,
AT1G11650,RBP45B,153
AT1G11660,HSP70-16,10
AT1G11670,DTX36,5
AT1G11680,CYP51G1,30
AT1G11684,AT1G11684,
AT1G11690,AT1G11690,
AT1G11700,AT1G11700,35
AT1G11710,AT1G11710,2
AT1G11720,ATSS3,15
AT1G11730,B3GALT1,2
AT1G11735,MIR171B,2
AT1G11740,AT1G11740,1
AT1G11750,CLPP6,34
AT1G11755,LEW1,5
AT1G11760,MED32,19
AT1G11765,AT1G11765,
AT1G11770,AT1G11770,
AT1G11780,AT1G11780,7
AT1G11785,AT1G11785,3
AT1G11790,ADT1,14
AT1G11800,AT1G11800,10
AT1G11810,AT1G11810,0.1
AT1G11820,AT1G11820,11
AT1G11840,ATGLX1,451
AT1G11850,AT1G11850,0.6
AT1G11860,AT1G11860,58
AT1G11870,OVA7,6
AT1G11880,AT1G11880,3
AT1G11890,SEC22,27
AT1G11900,AT1G11900,1
AT1G11905,AT1G11905,14
AT1G11910,APA1,403
AT1G11915,AT1G11915,0.1
AT1G11925,AT1G11925,2
AT1G11930,AT1G11930,64
AT1G11940,AT1G11940,10
AT1G11950,AT1G11950,2
AT1G11960,AT1G11960,5
AT1G11990,AT1G11990,1
AT1G12000,PFP-BETA1,25
AT1G12010,AT1G12010,592
AT1G12013,SNOR111,3
AT1G12015,AT1G12015,
AT1G12020,AT1G12020,1
AT1G12030,AT1G12030,1
AT1G12050,FAH,33
AT1G12060,BAG5,11
AT1G12064,AT1G12064,159
AT1G12070,AT1G12070,3
AT1G12080,AT1G12080,136
AT1G12090,ELP,17
AT1G12100,AT1G12100,
AT1G12110,NPF6.3,17
AT1G12120,AT1G12120,25
AT1G12130,AT1G12130,8
AT1G12140,FMOGS-OX5,25
AT1G12150,AT1G12150,2
AT1G12160,AT1G12160,2
AT1G12170,AT1G12170,
AT1G12180,AT1G12180,0.3
AT1G12190,AT1G12190,
AT1G12200,AT1G12200,9
AT1G12210,RFL1,0.3
AT1G12220,RPS5,3
AT1G12230,AT1G12230,60
AT1G12240,BFRUCT4,153
AT1G12244,AT1G12244,5
AT1G12250,TL20.3,21
AT1G12260,NAC007,
AT1G12270,HOP1,14
AT1G12280,SUMM2,2
AT1G12290,AT1G12290,0.7
AT1G12300,AT1G12300,1
AT1G12320,AT1G12320,3
AT1G12330,AT1G12330,20
AT1G12340,AT1G12340,0.1
AT1G12350,PPCS1,13
AT1G12360,KEU,23
AT1G12370,PHR1,2
AT1G12380,AT1G12380,1
AT1G12390,AT1G12390,12
AT1G12400,AT1G12400,11
AT1G12410,CLPR2,85
AT1G12420,ACR8,7
AT1G12430,ARK3,15
AT1G12440,SAP1,64
AT1G12450,AT1G12450,13
AT1G12460,AT1G12460,1
AT1G12470,VPS18,16
AT1G12480,SLAC1,0.6
AT1G12490,AT1G12490,
AT1G12500,AT1G12500,4
AT1G12520,CCS,60
AT1G12530,AT1G12530,15
AT1G12550,HPR3,15
AT1G12570,AT1G12570,0.1
AT1G12580,PEPKR1,14
AT1G12600,UTR4,10
AT1G12610,DREB1F,1
AT1G12620,AT1G12620,3
AT1G12630,ERF027,
AT1G12640,LPLAT1,50
AT1G12650,AT1G12650,19
AT1G12660,AT1G12660,
AT1G12663,AT1G12663,2
AT1G12665,AT1G12665,6
AT1G12672,AT1G12672,0.7
AT1G12680,PEPKR2,20
AT1G12700,AT1G12700,1
AT1G12710,AtPP2-A12,14
AT1G12730,AT1G12730,5
AT1G12740,CYP87A2,0.1
AT1G12750,RBL6,6
AT1G12760,AT1G12760,39
AT1G12770,RH47,19
AT1G12775,AT1G12775,2
AT1G12780,UGE1,147
AT1G12790,PTD,3
AT1G12800,AT1G12800,14
AT1G12805,AT1G12805,155
AT1G12810,AT1G12810,113
AT1G12820,AFB3,7
AT1G12840,VHA-C,43
AT1G12845,AT1G12845,19
AT1G12850,AT1G12850,17
AT1G12855,AT1G12855,
AT1G12860,SCRM2,5
AT1G12880,NUDT12,3
AT1G12890,ERF088,0.4
AT1G12900,GAPA-2,89
AT1G12910,LWD1,33
AT1G12920,ERF1-2,59
AT1G12930,AT1G12930,6
AT1G12940,NRT2.5,1
AT1G12950,DTX31,
AT1G12970,PIRL3,9
AT1G12980,ESR1,
AT1G12990,AT1G12990,8
AT1G13000,AT1G13000,6
AT1G13010,AT1G13010,
AT1G13020,EIF4B2,17
AT1G13030,COIL,4
AT1G13040,AT1G13040,1
AT1G13050,AT1G13050,2
AT1G13060,PBE1,74
AT1G13080,CYP71B2,12
AT1G13090,CYP71B28,26
AT1G13100,CYP71B29,0.1
AT1G13110,CYP71B7,1
AT1G13120,GLE1,10
AT1G13130,AT1G13130,0.1
AT1G13140,CYP86C3,1
AT1G13150,CYP86C4,1
AT1G13160,AT1G13160,11
AT1G13170,ORP1D,6
AT1G13180,ARP3,5
AT1G13190,AT1G13190,42
AT1G13195,AT1G13195,9
AT1G13210,ALA11,12
AT1G13220,LINC2,12
AT1G13230,PII-2,0.3
AT1G13245,RTFL17,28
AT1G13250,GATL3,4
AT1G13260,RAV1,12
AT1G13270,MAP1B,19
AT1G13280,AOC4,11
AT1G13310,AT1G13310,0.1
AT1G13320,PP2AA3,25
AT1G13330,HOP2,2
AT1G13340,AT1G13340,17
AT1G13350,AT1G13350,26
AT1G13360,AT1G13360,63
AT1G13370,AT1G13370,0.4
AT1G13380,AT1G13380,19
AT1G13390,AT1G13390,40
AT1G13400,JGL,
AT1G13410,AT1G13410,1
AT1G13420,SOT8,0.4
AT1G13430,STO9,
AT1G13440,GAPC2,372
AT1G13448,AT1G13448,1
AT1G13450,GT-1,21
AT1G13460,B'THETA,11
AT1G13470,AT1G13470,0.1
AT1G13480,AT1G13480,0.1
AT1G13490,AT1G13490,
AT1G13500,AT1G13500,
AT1G13520,AT1G13520,2
AT1G13530,AT1G13530,2
AT1G13540,AT1G13540,0.5
AT1G13550,AT1G13550,
AT1G13560,AAPT1,27
AT1G13570,AT1G13570,30
AT1G13580,LAG13,5
AT1G13590,PSK1,23
AT1G13600,AtbZIP58,
AT1G13605,AT1G13605,0.3
AT1G13607,AT1G13607,4
AT1G13608,AT1G13608,0.2
AT1G13609,AT1G13609,4
AT1G13620,RGF2,0.4
AT1G13630,AT1G13630,1
AT1G13635,AT1G13635,8
AT1G13640,PI4KG6,28
AT1G13650,AT1G13650,2
AT1G13670,AT1G13670,0.7
AT1G13680,AT1G13680,
AT1G13690,ATE1,30
AT1G13700,PGL1,13
AT1G13710,CYP78A5,0.8
AT1G13730,AT1G13730,9
AT1G13740,AFP2,20
AT1G13750,PAP1,0.5
AT1G13755,AT1G13755,2
AT1G13770,RUS3,7
AT1G13780,AT1G13780,5
AT1G13790,FDM4,1
AT1G13800,AT1G13800,0.3
AT1G13810,AT1G13810,10
AT1G13820,AT1G13820,19
AT1G13825,AT1G13825,2
